source_file,source_row_number,raw_record_id,date,time,observed_at,needs_review,review_reasons,possible_normalized_duplicate,normalized_duplicate_group,input_raw_record_id,input_source_file,input_source_sheet,input_source_row_number,input_observed_at,input_needs_review,input_review_reasons,water_in_return,mins_added,return_now,nutrient_solution,ph_down,how_much_consumed,leak_or_no,how_many_planted,problems,plant,seed_or_seedling,age,watered_amount,how_many_plants_planted,problems_faced,date_raw,how_much_consumed_raw,leak_or_no_raw,mins_added_raw,ph_down_raw,plant_raw,return_now_raw,seed_or_seedling_raw,time_raw,water_in_return_raw,watered_amount_raw,mins_added_minutes,mins_added_parse_status,water_in_return_liters,water_in_return_liters_parse_status,return_now_liters,return_now_liters_parse_status,how_much_consumed_liters,how_much_consumed_liters_parse_status,watered_amount_liters,watered_amount_liters_parse_status,ph_down_milliliters,ph_down_milliliters_parse_status,leak_reported,problem_notes,planting_notes,water_in_return_liters_possible_outlier,return_now_liters_possible_outlier,how_much_consumed_liters_possible_outlier,watered_amount_liters_possible_outlier,ph_down_milliliters_possible_outlier,mins_added_minutes_possible_outlier,age_raw,date_raw_source,how_many_planted_raw,how_many_plants_planted_raw,how_much_consumed_raw_source,how_much_consumed_liters_raw,input_observed_at_raw,leak_or_no_raw_source,mins_added_raw_source,mins_added_minutes_raw,nutrient_solution_raw,ph_down_raw_source,ph_down_milliliters_raw,plant_raw_source,planting_notes_raw,problem_notes_raw,problems_raw,problems_faced_raw,return_now_raw_source,return_now_liters_raw,seed_or_seedling_raw_source,time_raw_source,water_in_return_raw_source,water_in_return_liters_raw,watered_amount_raw_source,watered_amount_liters_raw,date_date_parse_status,mins_added_minutes_parse_status,mins_added_minutes_numeric_parse_status,water_in_return_liters_numeric_parse_status,return_now_liters_numeric_parse_status,how_much_consumed_liters_numeric_parse_status,watered_amount_liters_numeric_parse_status,ph_down_milliliters_numeric_parse_status
cleaned_data.csv,67,cleaned_data.csv::row_67,2025-08-19,11:37:00,2025-08-19T11:37:00,True,mins_added_duration_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_5,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,5,2025-08-19T11:37:00,True,mins_added_not_machine_parseable,80L,manually,190L,,,46L,yes gutters alot and NFT a little,192 basil and pepper gutters,lights off,,,,,,,2025-08-19 00:00:00,46L,yes gutters alot and NFT a little,manually,-,,190L,,11:37:00,80L,,,manual_entry,80.0,parsed,190.0,parsed,46.0,parsed,,missing,,missing,True,lights off,192 basil and pepper gutters,False,False,False,False,False,False,,2025-08-19,192 basil and pepper gutters,,46L,46.0,2025-08-19T11:37:00,yes gutters alot and NFT a little,manually,,,,,,192 basil and pepper gutters,lights off,lights off,,190L,190.0,,11:37:00,80L,80.0,,,parsed,manual_entry,missing,parsed,parsed,parsed,missing,missing
cleaned_data.csv,68,cleaned_data.csv::row_68,2025-08-20,11:50:00,2025-08-20T11:50:00,True,mins_added_duration_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_6,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,6,2025-08-20T11:50:00,True,mins_added_not_machine_parseable,124L,manually,197L,,,66L,yes gutters alot and NFT a little,192 basil and pepper gutters,lights off,,,,,,,2025-08-20 00:00:00,66L,yes gutters alot and NFT a little,manually,-,,197L,,11:50:00,124L,,,manual_entry,124.0,parsed,197.0,parsed,66.0,parsed,,missing,,missing,True,lights off,192 basil and pepper gutters,False,False,False,False,False,False,,2025-08-20,192 basil and pepper gutters,,66L,66.0,2025-08-20T11:50:00,yes gutters alot and NFT a little,manually,,,,,,192 basil and pepper gutters,lights off,lights off,,197L,197.0,,11:50:00,124L,124.0,,,parsed,manual_entry,missing,parsed,parsed,parsed,missing,missing
cleaned_data.csv,69,cleaned_data.csv::row_69,2025-08-20,12:58:00,2025-08-20T12:58:00,True,how_much_consumed_contains_context_or_uncertainty,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_7,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,7,2025-08-20T12:58:00,True,how_much_consumed_contains_context_or_uncertainty,195L,,,,,2L in 1 cycle!,yes gutters alot and NFT a little,192 basil and pepper gutters,lights off,,,,,,,2025-08-20 00:00:00,2L in 1 cycle!,yes gutters alot and NFT a little,-,-,,-,,12:58:00,195L,,,missing,195.0,parsed,,missing,2.0,parsed,,missing,,missing,True,lights off,192 basil and pepper gutters,False,False,False,False,False,False,,2025-08-20,192 basil and pepper gutters,,2L in 1 cycle!,2.0,2025-08-20T12:58:00,yes gutters alot and NFT a little,,,,,,,192 basil and pepper gutters,lights off,lights off,,,,,12:58:00,195L,195.0,,,parsed,missing,missing,parsed,missing,parsed,missing,missing
cleaned_data.csv,70,cleaned_data.csv::row_70,2025-08-21,12:36:00,2025-08-21T12:36:00,False,,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_8,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,8,2025-08-21T12:36:00,False,,125L,3 mins,185L,500 A 500 B NFT,,70L,yes gutters alot and NFT a little,192 basil and pepper gutters,,,,,,,,2025-08-21 00:00:00,70L,yes gutters alot and NFT a little,3 mins,-,,185L,,12:36:00,125L,,3.0,parsed,125.0,parsed,185.0,parsed,70.0,parsed,,missing,,missing,True,,192 basil and pepper gutters,False,False,False,False,False,False,,2025-08-21,192 basil and pepper gutters,,70L,70.0,2025-08-21T12:36:00,yes gutters alot and NFT a little,3 mins,3.0,500 A 500 B NFT,,,,192 basil and pepper gutters,,,,185L,185.0,,12:36:00,125L,125.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,missing
cleaned_data.csv,71,cleaned_data.csv::row_71,2025-08-22,11:27:00,2025-08-22T11:27:00,True,ph_down_quantity_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_9,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,9,2025-08-22T11:27:00,True,ph_down_quantity_requires_review; mins_added_minutes_possible_outlier,125L,4 mins,200L,,10ml NFT 5ml gutters,60L,yes gutters alot and NFT a little,192 basil and pepper gutters,,,,,,,,2025-08-22 00:00:00,60L,yes gutters alot and NFT a little,4 mins,10ml NFT 5ml gutters,,200L,,11:27:00,125L,,4.0,parsed,125.0,parsed,200.0,parsed,60.0,parsed,,missing,,ambiguous_multiple_quantities,True,,192 basil and pepper gutters,False,False,False,False,False,False,,2025-08-22,192 basil and pepper gutters,,60L,60.0,2025-08-22T11:27:00,yes gutters alot and NFT a little,4 mins,4.0,,10ml NFT 5ml gutters,,,192 basil and pepper gutters,,,,200L,200.0,,11:27:00,125L,125.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,missing
cleaned_data.csv,72,cleaned_data.csv::row_72,2025-08-25,08:51:00,2025-08-25T08:51:00,True,how_much_consumed_contains_context_or_uncertainty; ph_down_quantity_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_10,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,10,2025-08-25T08:51:00,True,how_much_consumed_contains_context_or_uncertainty; ph_down_quantity_requires_review,150L,,,,10ml NFT 5ml Gutters,50L (weekend),yes gutters a bit and NFT abit,192 basil and pepper gutters,,,,,,,,2025-08-25 00:00:00,50L (weekend),yes gutters a bit and NFT abit,-,10ml NFT 5ml Gutters,,-,,08:51:00,150L,,,missing,150.0,parsed,,missing,50.0,parsed,,missing,,ambiguous_multiple_quantities,True,,192 basil and pepper gutters,False,False,False,False,False,False,,2025-08-25,192 basil and pepper gutters,,50L (weekend),50.0,2025-08-25T08:51:00,yes gutters a bit and NFT abit,,,,10ml NFT 5ml Gutters,,,192 basil and pepper gutters,,,,,,,08:51:00,150L,150.0,,,parsed,missing,missing,parsed,missing,parsed,missing,missing
cleaned_data.csv,73,cleaned_data.csv::row_73,2025-08-25,10:54:00,2025-08-25T10:54:00,True,mins_added_duration_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_11,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,11,2025-08-25T10:54:00,True,mins_added_not_machine_parseable,150L,manually,200L,,,,yes gutters a bit and NFT abit,192 basil and pepper gutters,,,,,,,,2025-08-25 00:00:00,-,yes gutters a bit and NFT abit,manually,-,,200L,,10:54:00,150L,,,manual_entry,150.0,parsed,200.0,parsed,,missing,,missing,,missing,True,,192 basil and pepper gutters,False,False,False,False,False,False,,2025-08-25,192 basil and pepper gutters,,,,2025-08-25T10:54:00,yes gutters a bit and NFT abit,manually,,,,,,192 basil and pepper gutters,,,,200L,200.0,,10:54:00,150L,150.0,,,parsed,manual_entry,missing,parsed,parsed,missing,missing,missing
cleaned_data.csv,74,cleaned_data.csv::row_74,2025-08-26,13:50:00,2025-08-26T13:50:00,False,,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_12,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,12,2025-08-26T13:50:00,False,,175L,,,,3ml Gutters,25L,yes gutters a bit and NFT abit,192 basil and pepper gutters,,,,,,,,2025-08-26 00:00:00,25L,yes gutters a bit and NFT abit,-,3ml Gutters,,-,,13:50:00,175L,,,missing,175.0,parsed,,missing,25.0,parsed,,missing,3.0,parsed,True,,192 basil and pepper gutters,False,False,False,False,False,False,,2025-08-26,192 basil and pepper gutters,,25L,25.0,2025-08-26T13:50:00,yes gutters a bit and NFT abit,,,,3ml Gutters,3.0,,192 basil and pepper gutters,,,,,,,13:50:00,175L,175.0,,,parsed,missing,missing,parsed,missing,parsed,missing,parsed
cleaned_data.csv,75,cleaned_data.csv::row_75,2025-08-27,08:56:00,2025-08-27T08:56:00,False,,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_13,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,13,2025-08-27T08:56:00,False,,150L,,,,,25L,yes gutters a bit and NFT abit,192 basil and pepper gutters,,,,,,,,2025-08-27 00:00:00,25L,yes gutters a bit and NFT abit,-,-,,-,,08:56:00,150L,,,missing,150.0,parsed,,missing,25.0,parsed,,missing,,missing,True,,192 basil and pepper gutters,False,False,False,False,False,False,,2025-08-27,192 basil and pepper gutters,,25L,25.0,2025-08-27T08:56:00,yes gutters a bit and NFT abit,,,,,,,192 basil and pepper gutters,,,,,,,08:56:00,150L,150.0,,,parsed,missing,missing,parsed,missing,parsed,missing,missing
cleaned_data.csv,76,cleaned_data.csv::row_76,2025-08-28,11:11:00,2025-08-28T11:11:00,False,,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_14,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,14,2025-08-28T11:11:00,False,,125L,,,,,25L,yes gutters a bit and NFT abit,192 basil and pepper gutters,,,,,,,,2025-08-28 00:00:00,25L,yes gutters a bit and NFT abit,-,-,,-,,11:11:00,125L,,,missing,125.0,parsed,,missing,25.0,parsed,,missing,,missing,True,,192 basil and pepper gutters,False,False,False,False,False,False,,2025-08-28,192 basil and pepper gutters,,25L,25.0,2025-08-28T11:11:00,yes gutters a bit and NFT abit,,,,,,,192 basil and pepper gutters,,,,,,,11:11:00,125L,125.0,,,parsed,missing,missing,parsed,missing,parsed,missing,missing
cleaned_data.csv,77,cleaned_data.csv::row_77,2025-08-28,14:20:00,2025-08-28T14:20:00,False,,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_15,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,15,2025-08-28T14:20:00,False,,,2 mins,160L,,,,yes gutters a bit and NFT abit,192 basil and pepper gutters,,,,,,,,2025-08-28 00:00:00,-,yes gutters a bit and NFT abit,2 mins,-,,160L,,14:20:00,-,,2.0,parsed,,missing,160.0,parsed,,missing,,missing,,missing,True,,192 basil and pepper gutters,False,False,False,False,False,False,,2025-08-28,192 basil and pepper gutters,,,,2025-08-28T14:20:00,yes gutters a bit and NFT abit,2 mins,2.0,,,,,192 basil and pepper gutters,,,,160L,160.0,,14:20:00,,,,,parsed,parsed,parsed,missing,parsed,missing,missing,missing
cleaned_data.csv,78,cleaned_data.csv::row_78,2025-08-29,12:47:00,2025-08-29T12:47:00,True,ph_down_quantity_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_16,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,16,2025-08-29T12:47:00,True,ph_down_quantity_requires_review,135L,2 mins,195L,500 A 500 B NFT,10ml NFT 5ml gutters,25L,yes gutters a bit and NFT abit,192 basil and pepper gutters,,,,,,,,2025-08-29 00:00:00,25L,yes gutters a bit and NFT abit,2 mins,10ml NFT 5ml gutters,,195L,,12:47:00,135L,,2.0,parsed,135.0,parsed,195.0,parsed,25.0,parsed,,missing,,ambiguous_multiple_quantities,True,,192 basil and pepper gutters,False,False,False,False,False,False,,2025-08-29,192 basil and pepper gutters,,25L,25.0,2025-08-29T12:47:00,yes gutters a bit and NFT abit,2 mins,2.0,500 A 500 B NFT,10ml NFT 5ml gutters,,,192 basil and pepper gutters,,,,195L,195.0,,12:47:00,135L,135.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,missing
cleaned_data.csv,79,cleaned_data.csv::row_79,2025-09-01,12:39:00,2025-09-01T12:39:00,True,how_much_consumed_contains_context_or_uncertainty,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_17,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,17,2025-09-01T12:39:00,True,how_much_consumed_contains_context_or_uncertainty,130L,,,,,65L (weekend),yes gutters a bit and NFT abit,192 basil and pepper gutters,,,,,,,,2025-09-01 00:00:00,65L (weekend),yes gutters a bit and NFT abit,-,-,,-,,12:39:00,130L,,,missing,130.0,parsed,,missing,65.0,parsed,,missing,,missing,True,,192 basil and pepper gutters,False,False,False,False,False,False,,2025-09-01,192 basil and pepper gutters,,65L (weekend),65.0,2025-09-01T12:39:00,yes gutters a bit and NFT abit,,,,,,,192 basil and pepper gutters,,,,,,,12:39:00,130L,130.0,,,parsed,missing,missing,parsed,missing,parsed,missing,missing
cleaned_data.csv,80,cleaned_data.csv::row_80,2025-09-02,10:51:00,2025-09-02T10:51:00,True,mins_added_duration_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_18,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,18,2025-09-02T10:51:00,True,mins_added_not_machine_parseable,110L,manually,150L,,,20L,yes gutters a bit and NFT abit,192 basil and pepper gutters,,,,,,,,2025-09-02 00:00:00,20L,yes gutters a bit and NFT abit,manually,-,,150L,,10:51:00,110L,,,manual_entry,110.0,parsed,150.0,parsed,20.0,parsed,,missing,,missing,True,,192 basil and pepper gutters,False,False,False,False,False,False,,2025-09-02,192 basil and pepper gutters,,20L,20.0,2025-09-02T10:51:00,yes gutters a bit and NFT abit,manually,,,,,,192 basil and pepper gutters,,,,150L,150.0,,10:51:00,110L,110.0,,,parsed,manual_entry,missing,parsed,parsed,parsed,missing,missing
cleaned_data.csv,81,cleaned_data.csv::row_81,2025-09-03,08:34:00,2025-09-03T08:34:00,True,ph_down_quantity_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_19,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,19,2025-09-03T08:34:00,True,ph_down_quantity_requires_review,126L,2 min 30 sec,180L,,10ml 5ml,24L,yes gutters a bit and NFT abit,192 basil and pepper gutters,,,,,,,,2025-09-03 00:00:00,24L,yes gutters a bit and NFT abit,2 min 30 sec,10ml 5ml,,180L,,08:34:00,126L,,2.5,parsed,126.0,parsed,180.0,parsed,24.0,parsed,,missing,,ambiguous_multiple_quantities,True,,192 basil and pepper gutters,False,False,False,False,False,False,,2025-09-03,192 basil and pepper gutters,,24L,24.0,2025-09-03T08:34:00,yes gutters a bit and NFT abit,2 min 30 sec,2.5,,10ml 5ml,,,192 basil and pepper gutters,,,,180L,180.0,,08:34:00,126L,126.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,missing
cleaned_data.csv,82,cleaned_data.csv::row_82,2025-09-05,11:42:00,2025-09-05T11:42:00,False,,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_20,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,20,2025-09-05T11:42:00,False,,135L,3 mins,210L,,10ml,45L (2 days),yes gutters a bit and NFT abit,192 basil and pepper gutters,,,,,,,,2025-09-05 00:00:00,45L (2 days),yes gutters a bit and NFT abit,3 mins,10ml,,210L,,11:42:00,135L,,3.0,parsed,135.0,parsed,210.0,parsed,45.0,parsed,,missing,10.0,parsed,True,,192 basil and pepper gutters,False,False,False,False,False,False,,2025-09-05,192 basil and pepper gutters,,45L (2 days),45.0,2025-09-05T11:42:00,yes gutters a bit and NFT abit,3 mins,3.0,,10ml,10.0,,192 basil and pepper gutters,,,,210L,210.0,,11:42:00,135L,135.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,parsed
cleaned_data.csv,83,cleaned_data.csv::row_83,2025-09-05,14:07:00,2025-09-05T14:07:00,True,mins_added_duration_requires_review; water_in_return_liters_possible_outlier,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_21,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,21,2025-09-05T14:07:00,True,mins_added_not_machine_parseable,210L,manually,215L,300 A 300 B,,,yes gutters a bit and NFT abit,192 basil and pepper gutters,,,,,,,,2025-09-05 00:00:00,-,yes gutters a bit and NFT abit,manually,-,,215L,,14:07:00,210L,,,manual_entry,210.0,parsed,215.0,parsed,,missing,,missing,,missing,True,,192 basil and pepper gutters,True,False,False,False,False,False,,2025-09-05,192 basil and pepper gutters,,,,2025-09-05T14:07:00,yes gutters a bit and NFT abit,manually,,300 A 300 B,,,,192 basil and pepper gutters,,,,215L,215.0,,14:07:00,210L,210.0,,,parsed,manual_entry,missing,parsed,parsed,missing,missing,missing
cleaned_data.csv,84,cleaned_data.csv::row_84,2025-09-08,08:48:00,2025-09-08T08:48:00,True,how_much_consumed_contains_context_or_uncertainty,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_22,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,22,2025-09-08T08:48:00,True,how_much_consumed_contains_context_or_uncertainty,160L,,,,,55L (weekend),yes gutters a bit and NFT abit,192 basil and pepper gutters,,,,,,,,2025-09-08 00:00:00,55L (weekend),yes gutters a bit and NFT abit,-,-,,-,,08:48:00,160L,,,missing,160.0,parsed,,missing,55.0,parsed,,missing,,missing,True,,192 basil and pepper gutters,False,False,False,False,False,False,,2025-09-08,192 basil and pepper gutters,,55L (weekend),55.0,2025-09-08T08:48:00,yes gutters a bit and NFT abit,,,,,,,192 basil and pepper gutters,,,,,,,08:48:00,160L,160.0,,,parsed,missing,missing,parsed,missing,parsed,missing,missing
cleaned_data.csv,85,cleaned_data.csv::row_85,2025-09-08,15:27:00,2025-09-08T15:27:00,False,,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_23,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,23,2025-09-08T15:27:00,False,,145L,,,,5ml gutters,15L,no,192 basil and pepper gutters,door was open the whole day they were working so alot of evaporation I think,,,,,,,2025-09-08 00:00:00,15L ,no,-,5ml gutters,,-,,15:27:00,145L,,,missing,145.0,parsed,,missing,15.0,parsed,,missing,5.0,parsed,False,door was open the whole day they were working so alot of evaporation I think,192 basil and pepper gutters,False,False,False,False,False,False,,2025-09-08,192 basil and pepper gutters,,15L,15.0,2025-09-08T15:27:00,no,,,,5ml gutters,5.0,,192 basil and pepper gutters,door was open the whole day they were working so alot of evaporation I think,door was open the whole day they were working so alot of evaporation I think,,,,,15:27:00,145L,145.0,,,parsed,missing,missing,parsed,missing,parsed,missing,parsed
cleaned_data.csv,86,cleaned_data.csv::row_86,2025-09-09,11:23:00,2025-09-09T11:23:00,False,,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_24,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,24,2025-09-09T11:23:00,False,,130L,,,,,15L,no,192 basil and pepper gutters,"gutters sensor fell in tank so it was half full, I fixed it with a cable tie",,,,,,,2025-09-09 00:00:00,15L,no,-,-,,-,,11:23:00,130L,,,missing,130.0,parsed,,missing,15.0,parsed,,missing,,missing,False,"gutters sensor fell in tank so it was half full, I fixed it with a cable tie",192 basil and pepper gutters,False,False,False,False,False,False,,2025-09-09,192 basil and pepper gutters,,15L,15.0,2025-09-09T11:23:00,no,,,,,,,192 basil and pepper gutters,"gutters sensor fell in tank so it was half full, I fixed it with a cable tie","gutters sensor fell in tank so it was half full, I fixed it with a cable tie",,,,,11:23:00,130L,130.0,,,parsed,missing,missing,parsed,missing,parsed,missing,missing
cleaned_data.csv,87,cleaned_data.csv::row_87,2025-09-10,09:08:00,2025-09-10T09:08:00,False,,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_25,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,25,2025-09-10T09:08:00,False,,115L,2 mins 30 secs,160L,,,15L,no,192 basil and pepper gutters,,,,,,,,2025-09-10 00:00:00,15L,no,2 mins 30 secs,-,,160L,,09:08:00,115L,,2.5,parsed,115.0,parsed,160.0,parsed,15.0,parsed,,missing,,missing,False,,192 basil and pepper gutters,False,False,False,False,False,False,,2025-09-10,192 basil and pepper gutters,,15L,15.0,2025-09-10T09:08:00,no,2 mins 30 secs,2.5,,,,,192 basil and pepper gutters,,,,160L,160.0,,09:08:00,115L,115.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,missing
cleaned_data.csv,88,cleaned_data.csv::row_88,2025-09-11,10:11:00,2025-09-11T10:11:00,True,ph_down_quantity_requires_review,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_26,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,26,2025-09-11T10:11:00,True,ph_down_quantity_requires_review,150L,2 mins,220L,,10ml NFT 5ml gutters,10L,no,192 basil and pepper gutters,,,,,,,,2025-09-11 00:00:00,10L,no,2 mins,10ml NFT 5ml gutters,,220L,,10:11:00,150L,,2.0,parsed,150.0,parsed,220.0,parsed,10.0,parsed,,missing,,ambiguous_multiple_quantities,False,,192 basil and pepper gutters,False,False,False,False,False,False,,2025-09-11,192 basil and pepper gutters,,10L,10.0,2025-09-11T10:11:00,no,2 mins,2.0,,10ml NFT 5ml gutters,,,192 basil and pepper gutters,,,,220L,220.0,,10:11:00,150L,150.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,missing
cleaned_data.csv,89,cleaned_data.csv::row_89,2025-09-12,09:38:00,2025-09-12T09:38:00,False,,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_27,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,27,2025-09-12T09:38:00,False,,200L,,,,,20L,no,192 basil and pepper gutters,,,,,,,,2025-09-12 00:00:00,20L,no,-,-,,-,,09:38:00,200L,,,missing,200.0,parsed,,missing,20.0,parsed,,missing,,missing,False,,192 basil and pepper gutters,False,False,False,False,False,False,,2025-09-12,192 basil and pepper gutters,,20L,20.0,2025-09-12T09:38:00,no,,,,,,,192 basil and pepper gutters,,,,,,,09:38:00,200L,200.0,,,parsed,missing,missing,parsed,missing,parsed,missing,missing
cleaned_data.csv,90,cleaned_data.csv::row_90,2025-09-15,08:28:00,2025-09-15T08:28:00,True,how_much_consumed_contains_context_or_uncertainty,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_28,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,28,2025-09-15T08:28:00,True,how_much_consumed_contains_context_or_uncertainty,125L,1 min,150L,,5ml gutters,75L (weekend),no,,,,,,,,,2025-09-15 00:00:00,75L (weekend),no,1 min,5ml gutters,,150L,,08:28:00,125L,,1.0,parsed,125.0,parsed,150.0,parsed,75.0,parsed,,missing,5.0,parsed,False,,,False,False,False,False,False,False,,2025-09-15,,,75L (weekend),75.0,2025-09-15T08:28:00,no,1 min,1.0,,5ml gutters,5.0,,,,,,150L,150.0,,08:28:00,125L,125.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,parsed
cleaned_data.csv,91,cleaned_data.csv::row_91,2025-09-16,11:30:00,2025-09-16T11:30:00,False,,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_29,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,29,2025-09-16T11:30:00,False,,125L,,,,,25L,yes temp tank A shape,,water wasnt being returned to supply,,,,,,,2025-09-16 00:00:00,25L,yes temp tank A shape,-,-,,-,,11:30:00,125L,,,missing,125.0,parsed,,missing,25.0,parsed,,missing,,missing,True,water wasnt being returned to supply,,False,False,False,False,False,False,,2025-09-16,,,25L,25.0,2025-09-16T11:30:00,yes temp tank A shape,,,,,,,,water wasnt being returned to supply,water wasnt being returned to supply,,,,,11:30:00,125L,125.0,,,parsed,missing,missing,parsed,missing,parsed,missing,missing
cleaned_data.csv,92,cleaned_data.csv::row_92,2025-09-16,14:07:00,2025-09-16T14:07:00,False,,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_30,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,30,2025-09-16T14:07:00,False,,115L,,,,,10L,no,,,,,,,,,2025-09-16 00:00:00,10L,no,-,-,,-,,14:07:00,115L,,,missing,115.0,parsed,,missing,10.0,parsed,,missing,,missing,False,,,False,False,False,False,False,False,,2025-09-16,,,10L,10.0,2025-09-16T14:07:00,no,,,,,,,,,,,,,,14:07:00,115L,115.0,,,parsed,missing,missing,parsed,missing,parsed,missing,missing
cleaned_data.csv,93,cleaned_data.csv::row_93,2025-09-17,08:44:00,2025-09-17T08:44:00,False,,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_31,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,31,2025-09-17T08:44:00,False,,100L,1 min 30 sec,150L,,,15L,no,,,,,,,,,2025-09-17 00:00:00,15L,no,1 min 30 sec,-,,150L,,08:44:00,100L,,1.5,parsed,100.0,parsed,150.0,parsed,15.0,parsed,,missing,,missing,False,,,False,False,False,False,False,False,,2025-09-17,,,15L,15.0,2025-09-17T08:44:00,no,1 min 30 sec,1.5,,,,,,,,,150L,150.0,,08:44:00,100L,100.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,missing
cleaned_data.csv,94,cleaned_data.csv::row_94,2025-09-18,08:34:00,2025-09-18T08:34:00,False,,False,,Water consumption in glasshouse new cycle - original data.xlsx::A shape and Gutters::row_32,Water consumption in glasshouse new cycle - original data.xlsx,A shape and Gutters,32,2025-09-18T08:34:00,False,,127L,1 min 30 sec,180L,300A 300B,,23L,no,,,,,,,,,2025-09-18 00:00:00,23L,no,1 min 30 sec,-,,180L,,08:34:00,127L,,1.5,parsed,127.0,parsed,180.0,parsed,23.0,parsed,,missing,,missing,False,,,False,False,False,False,False,False,,2025-09-18,,,23L,23.0,2025-09-18T08:34:00,no,1 min 30 sec,1.5,300A 300B,,,,,,,,180L,180.0,,08:34:00,127L,127.0,,,parsed,parsed,parsed,parsed,parsed,parsed,missing,missing
